fecha,sesion,escenario,descripcion,probabilidad,horizonte,variables_clave,supuestos,indicadores_alerta,peldaño_pearl,sesion_anterior_prob,delta_prob,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
