fecha,sesion,indicador,categoria,valor,unidad,variacion_diaria,variacion_pct,fuente,hora_utc,evento_asociado,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
