fecha,sesion,bloque,actor,narrativa,marco,intensidad,coherencia,audiencia_objetivo,fuentes_detectadas,diverge_de_hechos,peldaño_pearl,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
