fecha,sesion,actor,plataforma,claim,verificado,fuente_verificacion,distancia_factual,score_ruido,tiempo_verificacion_hrs,amplificacion,intencion_detectada,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
