fecha_prediccion,sesion,escenario,probabilidad,horizonte_dias,fecha_evaluacion,resultado,notas
2026-04-06,1,NULL,NULL,NULL,NULL,NULL,Sesión 01 — diseño de arquitectura — sin predicciones operativas
