fecha,sesion,score_narrativas,score_factual,score_ruido,score_escenarios,convergencia_global,estado,notas
2026-04-06,1,NULL,NULL,NULL,NULL,NULL,NULL,Sesión 01 — diseño de arquitectura — sin datos operativos
