fecha,sesion,hecho,tipo,certeza,fuentes_confirman,fuentes_niegan,fuentes_principales,fecha_evento,impacto,estado,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
