fecha,sesion,actor,plataforma,tipo_actor,bloque,mensaje,url,fecha_publicacion,intencion,verificado,notas
2026-04-06,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
